Registration Number,Specialization,Branch,Last Semester,Attendance (%),CGPA,Semester GPA (Target),Backlogs,Midterm Scores (out of 50),"Grades (S, A, B, C, D, E, F, N)",Study Hours/Day,Club Membership,Club Hours/Week,Leadership Role,Sleep Hours/Day,Stress Level,Predicted Semester GPA
23BCY10076,CSE Cyber Security,B.Tech,4,74,6.54,6.78,0,"45, 14, 26, 47, 31","['S', 'B', 'D', 'D', 'N', 'A', 'F', 'S', 'A', 'S', 'D', 'E', 'E', 'D', 'E', 'A', 'C', 'N']",4.3,No,0,No,8,5,7.25
23BCY10077,CSE Cyber Security,B.Tech,4,83,6.41,6.61,0,"12, 48, 38, 36, 34","['E', 'E', 'A', 'E', 'C', 'S', 'N', 'A', 'C', 'D', 'D', 'S', 'F', 'S', 'C', 'E', 'C', 'B']",4.6,Yes,7,Yes,7.2,5,7.47
23BCY10078,CSE Cyber Security,B.Tech,4,84,4.98,6.96,0,"34, 17, 11, 38, 24","['E', 'B', 'F', 'N', 'F', 'C', 'B', 'E', 'N', 'C', 'S', 'S', 'B', 'B', 'E', 'F', 'C', 'E']",3.5,No,0,No,8.1,4,6.25
23BCY10079,CSE Cyber Security,B.Tech,4,90,4.83,6.27,0,"15, 43, 46, 16, 28","['B', 'B', 'F', 'F', 'A', 'E', 'N', 'E', 'E', 'D', 'B', 'N', 'A', 'C', 'B', 'E', 'N', 'N']",5.8,No,0,No,7.8,4,7.02
23BCY10080,CSE Cyber Security,B.Tech,4,70,6.43,7.01,3,"46, 27, 24, 32, 15","['A', 'C', 'E', 'C', 'D', 'D', 'E', 'F', 'A', 'S', 'E', 'A', 'N', 'C', 'S', 'C', 'B', 'F']",5.5,Yes,3.8,No,8.1,5,4.96
23BCY10081,CSE Cyber Security,B.Tech,4,80,5.69,6.4,1,"34, 39, 21, 37, 31","['S', 'B', 'N', 'B', 'C', 'F', 'N', 'B', 'C', 'E', 'D', 'A', 'C', 'E', 'S', 'F', 'D', 'N']",5.4,No,0,No,8.4,3,6.79
23BCY10082,CSE Cyber Security,B.Tech,4,94,4.72,6.14,0,"9, 37, 41, 8, 16","['F', 'E', 'N', 'E', 'D', 'E', 'A', 'E', 'N', 'E', 'S', 'F', 'S', 'A', 'A', 'N', 'A', 'E']",5.2,No,0,No,7.7,5,6.24
23BCY10083,CSE Cyber Security,B.Tech,4,81,6.26,6.42,2,"30, 3, 48, 23, 29","['E', 'D', 'C', 'B', 'D', 'D', 'S', 'C', 'F', 'S', 'D', 'A', 'B', 'F', 'F', 'S', 'C', 'E']",4.7,No,0,No,7.5,3,5.81
23BCY10084,CSE Cyber Security,B.Tech,4,69,4.3,6.99,1,"24, 13, 11, 12, 45","['C', 'S', 'S', 'N', 'F', 'C', 'F', 'F', 'N', 'S', 'E', 'N', 'C', 'F', 'S', 'C', 'N', 'F']",3.1,No,0,No,8.6,3,4.81
23BCY10085,CSE Cyber Security,B.Tech,4,74,4.15,6.28,1,"48, 41, 33, 34, 33","['S', 'D', 'S', 'D', 'F', 'N', 'F', 'D', 'F', 'F', 'B', 'B', 'N', 'N', 'C', 'S', 'N', 'E']",5.9,Yes,7.7,No,7.3,3,6.54
23BCY10086,CSE Cyber Security,B.Tech,4,73,5.15,6.72,0,"10, 42, 7, 33, 9","['N', 'D', 'N', 'F', 'E', 'A', 'A', 'B', 'A', 'N', 'F', 'S', 'D', 'S', 'S', 'C', 'E', 'C']",3.5,Yes,5.2,No,6.6,3,5.95
23BCY10087,CSE Cyber Security,B.Tech,4,74,6.72,7.38,1,"47, 49, 16, 27, 23","['N', 'B', 'A', 'S', 'C', 'D', 'A', 'E', 'E', 'B', 'A', 'B', 'E', 'N', 'S', 'A', 'E', 'A']",4.6,No,0,No,7,3,6.98
23BCY10088,CSE Cyber Security,B.Tech,4,94,5.76,6,2,"49, 31, 48, 47, 33","['C', 'F', 'B', 'N', 'D', 'B', 'E', 'D', 'E', 'B', 'C', 'D', 'S', 'D', 'E', 'A', 'A', 'A']",4.1,Yes,6.1,Yes,8.7,5,6.47
23BCY10089,CSE Cyber Security,B.Tech,4,82,4.89,6.66,3,"6, 43, 48, 31, 3","['N', 'F', 'D', 'C', 'D', 'E', 'N', 'S', 'E', 'S', 'D', 'F', 'N', 'S', 'B', 'A', 'E', 'D']",5,No,0,No,8.5,3,4.59
23BCY10090,CSE Cyber Security,B.Tech,4,66,4.33,6,1,"34, 3, 6, 22, 42","['N', 'C', 'N', 'B', 'A', 'D', 'N', 'F', 'S', 'N', 'A', 'C', 'N', 'E', 'N', 'D', 'S', 'D']",5.1,No,0,No,6.9,5,4.86
23BCY10091,CSE Cyber Security,B.Tech,4,87,6.17,6.63,1,"39, 16, 16, 4, 23","['A', 'C', 'D', 'D', 'E', 'F', 'E', 'S', 'N', 'S', 'D', 'D', 'S', 'A', 'B', 'D', 'E', 'B']",5.4,Yes,4.1,No,8,2,6.27
23BCY10092,CSE Cyber Security,B.Tech,4,95,5.61,6.74,2,"31, 14, 20, 40, 43","['N', 'E', 'S', 'D', 'C', 'E', 'D', 'S', 'B', 'N', 'S', 'N', 'N', 'S', 'E', 'D', 'A', 'N']",3.2,Yes,7.8,Yes,7.7,3,5.69
23BCY10093,CSE Cyber Security,B.Tech,4,74,5.5,7.62,0,"34, 43, 24, 38, 44","['D', 'C', 'A', 'E', 'N', 'E', 'N', 'B', 'D', 'B', 'C', 'D', 'F', 'B', 'E', 'D', 'S', 'C']",3.2,Yes,3.4,Yes,6.8,5,6.9
23BCY10094,CSE Cyber Security,B.Tech,4,66,4.06,6.49,0,"14, 23, 10, 30, 24","['E', 'E', 'E', 'F', 'N', 'N', 'D', 'C', 'E', 'S', 'F', 'F', 'S', 'S', 'F', 'C', 'F', 'B']",5.1,Yes,2.9,Yes,7.1,5,5.37
23BCY10095,CSE Cyber Security,B.Tech,4,67,6.19,6.99,0,"18, 14, 19, 23, 9","['E', 'C', 'C', 'A', 'B', 'D', 'D', 'E', 'C', 'D', 'E', 'S', 'A', 'N', 'F', 'C', 'F', 'D']",3.8,Yes,4.4,No,7.8,3,6.07
23BCY10096,CSE Cyber Security,B.Tech,4,70,5.7,6,0,"22, 38, 43, 46, 15","['C', 'B', 'E', 'E', 'E', 'E', 'A', 'S', 'D', 'C', 'F', 'N', 'D', 'F', 'A', 'F', 'S', 'S']",4.3,No,0,No,7.2,4,7.04
23BCY10097,CSE Cyber Security,B.Tech,4,67,5.81,7.74,0,"43, 31, 45, 39, 10","['F', 'B', 'D', 'A', 'S', 'F', 'D', 'S', 'F', 'N', 'B', 'A', 'D', 'S', 'S', 'C', 'B', 'B']",3.6,No,0,No,6.9,4,6.96
23BCY10098,CSE Cyber Security,B.Tech,4,70,5,6.78,0,"22, 46, 50, 12, 17","['N', 'B', 'D', 'N', 'E', 'N', 'E', 'S', 'D', 'E', 'D', 'S', 'N', 'A', 'B', 'N', 'B', 'D']",3.8,Yes,7,Yes,8.4,5,6.24
23BCY10099,CSE Cyber Security,B.Tech,4,83,5.3,6.26,2,"14, 48, 47, 18, 44","['F', 'N', 'D', 'B', 'F', 'A', 'S', 'D', 'D', 'A', 'B', 'D', 'A', 'F', 'E', 'N', 'N', 'F']",4.6,Yes,3,No,6.8,3,5.98
23BCY10100,CSE Cyber Security,B.Tech,4,66,4.41,6.52,0,"10, 22, 16, 39, 28","['B', 'F', 'F', 'A', 'D', 'C', 'C', 'A', 'A', 'F', 'F', 'F', 'N', 'N', 'A', 'F', 'N', 'E']",4.4,Yes,3.8,No,7.9,3,5.91
23BCY10101,CSE Cyber Security,B.Tech,4,70,5.96,6.35,1,"40, 43, 47, 31, 15","['D', 'E', 'S', 'A', 'B', 'S', 'C', 'B', 'N', 'A', 'N', 'E', 'E', 'N', 'N', 'N', 'A', 'B']",6,Yes,7.8,Yes,8.8,4,6.89
23BCY10102,CSE Cyber Security,B.Tech,4,66,5.46,6,0,"36, 24, 47, 28, 36","['S', 'N', 'F', 'D', 'A', 'B', 'E', 'N', 'E', 'C', 'E', 'C', 'A', 'S', 'D', 'N', 'A', 'C']",4.4,No,0,No,7.4,4,7
23BCY10103,CSE Cyber Security,B.Tech,4,76,5.13,6,0,"49, 26, 23, 33, 14","['A', 'N', 'F', 'B', 'A', 'D', 'E', 'D', 'N', 'B', 'D', 'F', 'N', 'S', 'S', 'S', 'E', 'N']",4.4,No,0,No,8.6,3,6.79
23BCY10104,CSE Cyber Security,B.Tech,4,66,4.98,6.5,1,"44, 26, 23, 6, 27","['C', 'F', 'D', 'B', 'N', 'N', 'F', 'A', 'E', 'B', 'A', 'S', 'E', 'C', 'B', 'N', 'F', 'N']",5.7,Yes,4.4,Yes,7.1,3,5.81
23BCY10105,CSE Cyber Security,B.Tech,4,82,4.85,6.6,0,"10, 38, 36, 48, 29","['C', 'D', 'A', 'E', 'N', 'D', 'S', 'E', 'F', 'D', 'F', 'A', 'N', 'E', 'F', 'N', 'A', 'S']",5,Yes,3.1,No,8.6,4,6.97
23BCY10106,CSE Cyber Security,B.Tech,4,65,6.63,7.57,1,"30, 31, 31, 12, 46","['D', 'B', 'C', 'D', 'B', 'B', 'B', 'E', 'B', 'B', 'B', 'N', 'D', 'C', 'F', 'S', 'S', 'S']",5.3,No,0,No,6.9,4,6.6
23BCY10107,CSE Cyber Security,B.Tech,4,79,5.43,6.44,0,"34, 10, 19, 14, 28","['A', 'D', 'S', 'N', 'N', 'A', 'A', 'E', 'N', 'S', 'F', 'B', 'C', 'N', 'C', 'A', 'N', 'S']",3.1,Yes,4.3,No,7.2,2,6.22
23BCY10108,CSE Cyber Security,B.Tech,4,75,5.65,6,1,"5, 44, 13, 16, 9","['N', 'C', 'S', 'F', 'S', 'D', 'N', 'S', 'D', 'C', 'B', 'C', 'N', 'E', 'D', 'D', 'B', 'F']",4.1,Yes,2.1,Yes,7.2,4,5.26
23BCY10109,CSE Cyber Security,B.Tech,4,66,6.3,6.91,0,"28, 39, 35, 46, 50","['S', 'S', 'C', 'B', 'E', 'N', 'B', 'B', 'S', 'S', 'C', 'N', 'N', 'E', 'F', 'E', 'F', 'B']",5.1,No,0,No,6.8,5,7.66
23BCY10110,CSE Cyber Security,B.Tech,4,75,6.69,7.62,1,"34, 40, 22, 12, 17","['D', 'E', 'A', 'B', 'D', 'S', 'A', 'S', 'B', 'F', 'D', 'D', 'C', 'A', 'F', 'N', 'A', 'E']",4.7,Yes,6.5,Yes,6.5,5,6.15
23BCY10111,CSE Cyber Security,B.Tech,4,67,6.02,6.85,0,"17, 8, 27, 3, 8","['S', 'B', 'B', 'E', 'F', 'C', 'D', 'S', 'N', 'E', 'A', 'E', 'B', 'E', 'C', 'F', 'C', 'E']",4.5,Yes,3.9,No,8.6,5,5.52
23BCY10112,CSE Cyber Security,B.Tech,4,69,5.37,6.42,2,"15, 13, 26, 22, 28","['A', 'D', 'B', 'N', 'F', 'N', 'D', 'D', 'C', 'A', 'B', 'D', 'B', 'E', 'F', 'B', 'S', 'F']",4.7,No,0,No,7.2,4,4.7
23BCY10113,CSE Cyber Security,B.Tech,4,91,5.48,6.6,0,"27, 14, 48, 11, 47","['A', 'S', 'F', 'F', 'E', 'S', 'D', 'F', 'D', 'S', 'F', 'C', 'S', 'E', 'B', 'F', 'E', 'A']",5.5,Yes,8,Yes,7.4,2,7.48
23BCY10114,CSE Cyber Security,B.Tech,4,74,6.59,7.51,0,"38, 11, 35, 42, 36","['B', 'B', 'F', 'C', 'E', 'A', 'D', 'A', 'D', 'B', 'B', 'B', 'A', 'F', 'D', 'B', 'D', 'A']",5.2,Yes,4.4,Yes,8.3,5,7.4
23BCY10115,CSE Cyber Security,B.Tech,4,72,4.8,6,0,"26, 47, 47, 35, 35","['S', 'N', 'F', 'E', 'S', 'E', 'A', 'B', 'F', 'S', 'N', 'N', 'D', 'F', 'D', 'C', 'N', 'F']",5.7,Yes,5,Yes,9,4,7.31
23BCY10116,CSE Cyber Security,B.Tech,4,85,5.3,7.68,1,"31, 40, 50, 15, 20","['F', 'F', 'F', 'A', 'S', 'C', 'C', 'N', 'E', 'A', 'S', 'D', 'B', 'D', 'E', 'E', 'C', 'E']",3.3,Yes,4.4,No,8.7,5,5.93
23BCY10117,CSE Cyber Security,B.Tech,4,73,6.48,7.05,0,"37, 49, 4, 27, 8","['E', 'S', 'E', 'B', 'B', 'E', 'D', 'S', 'F', 'E', 'B', 'D', 'C', 'A', 'S', 'B', 'F', 'A']",5.1,No,0,No,8.1,4,6.98
23BCY10118,CSE Cyber Security,B.Tech,4,68,5.74,6.36,1,"27, 22, 16, 6, 10","['S', 'D', 'S', 'E', 'N', 'C', 'N', 'E', 'C', 'C', 'E', 'S', 'F', 'S', 'N', 'A', 'B', 'B']",5.1,No,0,No,8.4,3,5.41
23BCY10119,CSE Cyber Security,B.Tech,4,75,6.57,7.47,1,"36, 30, 4, 19, 6","['S', 'A', 'C', 'D', 'B', 'E', 'D', 'C', 'B', 'D', 'C', 'F', 'F', 'S', 'S', 'N', 'D', 'E']",5.6,Yes,7.7,Yes,8.1,4,5.99
23BCY10120,CSE Cyber Security,B.Tech,4,67,6.3,6.62,0,"50, 36, 29, 21, 30","['E', 'S', 'A', 'F', 'E', 'F', 'B', 'S', 'C', 'A', 'B', 'C', 'N', 'D', 'C', 'A', 'B', 'E']",4.1,No,0,No,8.6,3,7.37
23BCY10121,CSE Cyber Security,B.Tech,4,92,6.02,6.34,1,"40, 36, 34, 43, 33","['S', 'N', 'S', 'E', 'E', 'B', 'E', 'A', 'D', 'N', 'E', 'S', 'N', 'S', 'C', 'B', 'D', 'C']",4.1,Yes,2.3,Yes,7.8,4,7.1
23BCY10122,CSE Cyber Security,B.Tech,4,85,5.83,6.86,1,"8, 8, 30, 10, 3","['C', 'F', 'A', 'D', 'C', 'F', 'D', 'B', 'A', 'D', 'D', 'F', 'B', 'S', 'S', 'F', 'A', 'C']",3.9,Yes,6.4,Yes,6.8,5,4.87
23BCY10123,CSE Cyber Security,B.Tech,4,76,6.89,7.58,3,"18, 44, 21, 20, 32","['S', 'S', 'C', 'N', 'C', 'E', 'F', 'S', 'A', 'S', 'E', 'C', 'C', 'D', 'S', 'A', 'A', 'A']",5,Yes,5.9,No,8.3,5,5.04
23BCY10124,CSE Cyber Security,B.Tech,4,72,5.39,6,3,"18, 35, 30, 49, 18","['S', 'A', 'D', 'C', 'A', 'N', 'F', 'F', 'N', 'C', 'B', 'S', 'F', 'B', 'B', 'B', 'E', 'B']",4.1,No,0,No,6.8,5,4.43
23BCY10125,CSE Cyber Security,B.Tech,4,71,4.87,6.24,2,"13, 8, 16, 50, 38","['N', 'N', 'D', 'N', 'S', 'N', 'D', 'F', 'D', 'S', 'C', 'A', 'S', 'A', 'E', 'A', 'D', 'B']",4.7,No,0,No,7.9,5,4.65
23BCY10126,CSE Cyber Security,B.Tech,4,94,5.81,6.41,0,"24, 42, 25, 33, 30","['F', 'C', 'S', 'N', 'N', 'A', 'A', 'E', 'A', 'B', 'B', 'D', 'F', 'C', 'D', 'S', 'B', 'D']",4.3,Yes,7.3,No,8.7,4,7.33
23BCY10127,CSE Cyber Security,B.Tech,4,80,4.35,6.23,0,"21, 24, 3, 5, 10","['N', 'B', 'A', 'N', 'F', 'E', 'D', 'F', 'E', 'F', 'A', 'S', 'E', 'E', 'C', 'C', 'E', 'B']",4,Yes,7.1,Yes,6.7,2,5.39
23BCY10128,CSE Cyber Security,B.Tech,4,66,4.85,7.32,0,"15, 3, 31, 15, 44","['D', 'B', 'F', 'F', 'A', 'E', 'A', 'D', 'D', 'N', 'B', 'D', 'E', 'F', 'C', 'N', 'F', 'B']",3.6,No,0,No,7.9,5,5.52
23BCY10129,CSE Cyber Security,B.Tech,4,84,5.11,6,0,"31, 32, 18, 43, 36","['D', 'F', 'D', 'E', 'S', 'A', 'B', 'N', 'F', 'D', 'C', 'F', 'D', 'D', 'B', 'D', 'A', 'A']",4.9,No,0,No,7.6,5,6.9
23BCY10130,CSE Cyber Security,B.Tech,4,84,5.11,6.04,0,"42, 5, 31, 32, 36","['N', 'B', 'B', 'E', 'D', 'N', 'C', 'A', 'D', 'F', 'C', 'S', 'C', 'N', 'E', 'F', 'E', 'F']",3.4,No,0,No,8.2,4,6.59
23BCY10131,CSE Cyber Security,B.Tech,4,67,4.06,6.46,0,"6, 50, 10, 49, 50","['C', 'E', 'D', 'N', 'N', 'B', 'F', 'E', 'N', 'F', 'A', 'F', 'E', 'S', 'A', 'S', 'S', 'S']",3.9,Yes,5.5,No,8.2,4,6.28
23BCY10132,CSE Cyber Security,B.Tech,4,67,7,7.68,1,"20, 24, 12, 16, 48","['C', 'A', 'A', 'S', 'D', 'B', 'C', 'D', 'N', 'A', 'B', 'D', 'S', 'N', 'B', 'C', 'A', 'N']",4,Yes,5.9,Yes,6.8,5,5.95
23BCY10133,CSE Cyber Security,B.Tech,4,83,3.65,6.32,1,"33, 37, 48, 4, 4","['C', 'D', 'C', 'F', 'A', 'N', 'N', 'C', 'F', 'F', 'E', 'F', 'F', 'D', 'S', 'D', 'N', 'D']",4.2,No,0,No,8.2,5,4.99
23BCY10134,CSE Cyber Security,B.Tech,4,70,4.17,6.71,0,"37, 36, 31, 8, 6","['E', 'E', 'D', 'F', 'C', 'E', 'F', 'F', 'A', 'F', 'S', 'F', 'A', 'C', 'N', 'C', 'B', 'B']",4.1,Yes,3,No,8,3,5.87
23BCY10135,CSE Cyber Security,B.Tech,4,73,5.17,7.94,3,"3, 37, 50, 49, 28","['A', 'B', 'N', 'S', 'N', 'S', 'N', 'A', 'B', 'E', 'F', 'F', 'B', 'N', 'C', 'E', 'B', 'S']",3.7,Yes,5,No,6.9,4,4.71
23BCY10136,CSE Cyber Security,B.Tech,4,74,5.67,6.57,2,"31, 13, 6, 24, 35","['N', 'N', 'C', 'A', 'A', 'B', 'D', 'C', 'A', 'B', 'E', 'E', 'N', 'B', 'F', 'B', 'N', 'A']",3.8,Yes,4,No,7.8,4,4.81
23BCY10137,CSE Cyber Security,B.Tech,4,87,6.02,6.77,1,"36, 33, 12, 37, 30","['B', 'S', 'E', 'A', 'F', 'C', 'E', 'S', 'C', 'B', 'N', 'B', 'N', 'D', 'F', 'B', 'E', 'N']",3.1,No,0,No,8.2,4,6.27
23BCY10138,CSE Cyber Security,B.Tech,4,94,6.41,7.01,1,"25, 14, 31, 4, 15","['A', 'N', 'C', 'E', 'F', 'S', 'E', 'D', 'C', 'S', 'C', 'B', 'A', 'D', 'A', 'A', 'B', 'S']",4.1,No,0,No,6.9,4,5.89
23BCY10139,CSE Cyber Security,B.Tech,4,65,3.17,6,1,"38, 49, 28, 19, 45","['E', 'A', 'N', 'F', 'N', 'S', 'N', 'N', 'N', 'B', 'N', 'D', 'N', 'C', 'F', 'D', 'E', 'B']",4.5,No,0,No,6.6,4,5.5
23BCY10140,CSE Cyber Security,B.Tech,4,79,6.04,6.95,0,"35, 24, 4, 12, 41","['C', 'E', 'A', 'A', 'S', 'F', 'D', 'A', 'A', 'C', 'N', 'F', 'N', 'C', 'S', 'B', 'F', 'S']",6,No,0,No,7.7,3,7.04
23BCY10141,CSE Cyber Security,B.Tech,4,77,6.35,6.56,1,"28, 32, 24, 13, 24","['N', 'C', 'C', 'D', 'A', 'B', 'E', 'A', 'S', 'C', 'N', 'S', 'C', 'F', 'E', 'A', 'B', 'B']",5.8,No,0,No,8.4,5,6.15
23BCY10142,CSE Cyber Security,B.Tech,4,65,6.67,6.92,2,"26, 31, 12, 36, 48","['C', 'S', 'E', 'B', 'B', 'A', 'E', 'N', 'S', 'A', 'F', 'C', 'E', 'B', 'E', 'A', 'S', 'C']",5.5,No,0,No,7.9,3,6.13
23BCY10143,CSE Cyber Security,B.Tech,4,70,6.31,6.97,1,"27, 23, 41, 15, 4","['C', 'S', 'B', 'C', 'E', 'B', 'C', 'C', 'E', 'N', 'A', 'N', 'A', 'A', 'D', 'E', 'E', 'E']",5.7,No,0,No,6.7,3,6.17
23BCY10144,CSE Cyber Security,B.Tech,4,74,5.67,7.13,0,"8, 3, 30, 24, 13","['C', 'D', 'E', 'A', 'B', 'N', 'E', 'S', 'E', 'B', 'S', 'N', 'N', 'D', 'D', 'N', 'N', 'S']",3.8,Yes,2.7,No,7.4,5,5.58
23BCY10145,CSE Cyber Security,B.Tech,4,69,6.78,7.18,0,"41, 7, 20, 22, 14","['D', 'E', 'D', 'N', 'D', 'B', 'D', 'S', 'A', 'C', 'A', 'C', 'B', 'A', 'C', 'B', 'S', 'A']",3.3,No,0,No,8.1,5,6.21
23BCY10146,CSE Cyber Security,B.Tech,4,77,5.43,6.17,1,"23, 29, 43, 36, 20","['S', 'F', 'F', 'N', 'D', 'A', 'D', 'E', 'E', 'A', 'A', 'D', 'E', 'C', 'C', 'S', 'F', 'C']",4.7,Yes,7,No,8,5,6.05
23BCY10147,CSE Cyber Security,B.Tech,4,82,5.52,6,1,"36, 4, 16, 41, 3","['D', 'E', 'C', 'B', 'S', 'B', 'F', 'F', 'S', 'E', 'B', 'D', 'E', 'N', 'N', 'S', 'N', 'D']",4.7,Yes,2.3,No,7.5,5,5.43
23BCY10148,CSE Cyber Security,B.Tech,4,89,4.31,6.22,3,"30, 43, 29, 32, 24","['A', 'B', 'E', 'N', 'C', 'F', 'N', 'B', 'B', 'E', 'F', 'D', 'N', 'F', 'F', 'E', 'S', 'E']",5.1,Yes,7.1,Yes,7.2,4,4.74
23BCY10149,CSE Cyber Security,B.Tech,4,75,4.2,6.51,1,"14, 3, 35, 43, 50","['A', 'A', 'B', 'F', 'D', 'F', 'N', 'F', 'C', 'C', 'N', 'N', 'C', 'D', 'D', 'E', 'F', 'C']",3.8,No,0,No,6.8,3,5.59
23BCY10150,CSE Cyber Security,B.Tech,4,78,5.81,6.57,0,"3, 7, 50, 7, 9","['N', 'S', 'C', 'E', 'D', 'S', 'N', 'C', 'F', 'D', 'E', 'C', 'B', 'S', 'S', 'S', 'B', 'S']",5,No,0,No,8.6,4,6.07
23BCY10151,CSE Cyber Security,B.Tech,4,72,4.67,6.21,0,"22, 28, 8, 28, 5","['C', 'E', 'F', 'S', 'E', 'N', 'B', 'C', 'D', 'N', 'A', 'F', 'E', 'F', 'A', 'F', 'E', 'A']",5.2,Yes,3.4,No,8.8,4,5.76
23BCY10152,CSE Cyber Security,B.Tech,4,73,4.63,6.03,1,"41, 16, 16, 22, 46","['F', 'S', 'E', 'N', 'A', 'E', 'F', 'A', 'E', 'A', 'N', 'F', 'E', 'D', 'S', 'F', 'N', 'E']",5.5,Yes,5.5,Yes,6.6,5,5.65
23BCY10153,CSE Cyber Security,B.Tech,4,76,3.96,6.27,0,"11, 8, 4, 40, 43","['E', 'E', 'F', 'D', 'C', 'B', 'E', 'N', 'C', 'F', 'F', 'E', 'A', 'F', 'F', 'A', 'F', 'B']",3.7,No,0,No,7.4,3,5.63
23BCY10154,CSE Cyber Security,B.Tech,4,82,6.06,6.75,1,"45, 35, 46, 7, 15","['C', 'S', 'S', 'S', 'F', 'C', 'D', 'D', 'E', 'S', 'C', 'F', 'F', 'F', 'E', 'C', 'E', 'S']",5.1,Yes,5.4,Yes,7.8,5,6.4
23BCY10155,CSE Cyber Security,B.Tech,4,92,7.78,8.04,1,"17, 47, 36, 11, 28","['C', 'D', 'S', 'S', 'D', 'E', 'S', 'A', 'A', 'E', 'S', 'S', 'C', 'C', 'C', 'E', 'E', 'N']",5,Yes,5.9,No,8.1,4,7.29
23BCY10156,CSE Cyber Security,B.Tech,4,81,6.35,6.8,1,"32, 24, 27, 42, 6","['B', 'B', 'D', 'E', 'D', 'S', 'D', 'S', 'F', 'A', 'N', 'S', 'N', 'S', 'C', 'N', 'C', 'N']",5.7,No,0,No,7.9,2,6.77
23BCY10157,CSE Cyber Security,B.Tech,4,67,6.41,6.73,0,"49, 30, 39, 12, 11","['B', 'C', 'S', 'C', 'N', 'D', 'S', 'S', 'D', 'F', 'F', 'S', 'B', 'B', 'E', 'A', 'A', 'C']",5.1,No,0,No,8.1,3,7.22
23BCY10158,CSE Cyber Security,B.Tech,4,82,4.48,6.33,0,"38, 3, 32, 13, 27","['E', 'A', 'F', 'F', 'A', 'F', 'D', 'A', 'D', 'E', 'F', 'C', 'F', 'F', 'A', 'F', 'C', 'B']",4.6,Yes,5.5,No,8.6,3,6.21
23BCY10159,CSE Cyber Security,B.Tech,4,65,4.93,6.19,0,"13, 43, 7, 29, 25","['S', 'C', 'A', 'C', 'D', 'F', 'N', 'F', 'N', 'D', 'C', 'E', 'C', 'A', 'E', 'B', 'N', 'S']",4.8,No,0,No,7.6,3,6.2
23BCY10160,CSE Cyber Security,B.Tech,4,94,6.06,6.81,3,"21, 5, 10, 50, 38","['E', 'F', 'F', 'C', 'S', 'A', 'S', 'E', 'A', 'F', 'A', 'A', 'E', 'S', 'B', 'F', 'C', 'C']",3.1,Yes,7.1,Yes,7,4,4.65
23BCY10161,CSE Cyber Security,B.Tech,4,70,6.17,7.41,0,"17, 15, 32, 43, 12","['S', 'N', 'B', 'E', 'N', 'A', 'A', 'S', 'B', 'C', 'E', 'B', 'E', 'N', 'D', 'B', 'N', 'F']",3.5,Yes,3.7,Yes,8.2,5,6.25
23BCY10162,CSE Cyber Security,B.Tech,4,74,4.65,6.16,0,"36, 32, 27, 8, 39","['E', 'C', 'N', 'B', 'N', 'D', 'E', 'E', 'N', 'A', 'D', 'D', 'N', 'B', 'F', 'A', 'S', 'E']",5,Yes,5.1,No,6.5,4,6.49
23BCY10163,CSE Cyber Security,B.Tech,4,71,6.28,6.82,0,"19, 38, 42, 34, 24","['D', 'N', 'A', 'S', 'E', 'A', 'D', 'C', 'E', 'A', 'D', 'C', 'A', 'F', 'A', 'F', 'F', 'F']",4.3,Yes,6,No,7.5,3,7.33
23BCY10164,CSE Cyber Security,B.Tech,4,76,4.41,6.83,2,"35, 24, 38, 20, 30","['F', 'F', 'B', 'E', 'F', 'S', 'S', 'F', 'F', 'S', 'E', 'D', 'B', 'D', 'N', 'N', 'E', 'S']",3.7,Yes,6.8,No,8.3,3,5
23BCY10165,CSE Cyber Security,B.Tech,4,78,4.61,6.66,3,"15, 20, 25, 37, 20","['E', 'D', 'E', 'N', 'F', 'F', 'D', 'E', 'B', 'F', 'B', 'C', 'S', 'D', 'B', 'C', 'A', 'C']",3.4,No,0,No,8.8,3,3.92
23BCY10166,CSE Cyber Security,B.Tech,4,90,6.26,6.59,1,"12, 4, 16, 34, 32","['S', 'E', 'D', 'S', 'B', 'S', 'C', 'N', 'B', 'E', 'E', 'F', 'D', 'B', 'D', 'F', 'C', 'E']",4.6,Yes,6.5,No,8.2,5,5.81
23BCY10167,CSE Cyber Security,B.Tech,4,76,4.02,7.18,1,"21, 7, 50, 34, 12","['N', 'S', 'F', 'D', 'F', 'E', 'C', 'E', 'F', 'F', 'F', 'A', 'S', 'C', 'C', 'N', 'S', 'A']",5.1,Yes,2.4,No,8.1,3,5.47
23BCY10168,CSE Cyber Security,B.Tech,4,87,5.63,6.61,0,"7, 16, 41, 44, 45","['A', 'B', 'E', 'D', 'D', 'F', 'N', 'A', 'S', 'D', 'N', 'B', 'C', 'F', 'A', 'C', 'E', 'C']",4,Yes,3.1,No,7.3,2,7.31
23BCY10169,CSE Cyber Security,B.Tech,4,82,5.98,6.27,2,"21, 13, 37, 41, 48","['N', 'C', 'B', 'E', 'B', 'F', 'B', 'D', 'C', 'E', 'A', 'B', 'B', 'A', 'D', 'E', 'E', 'A']",4.5,Yes,3.3,No,7.4,3,6.06
23BCY10170,CSE Cyber Security,B.Tech,4,83,5.2,7.98,0,"40, 24, 47, 48, 32","['D', 'A', 'N', 'C', 'N', 'S', 'B', 'D', 'D', 'N', 'F', 'B', 'E', 'D', 'E', 'C', 'S', 'B']",3.4,No,0,No,7.5,3,7.4
